Date                     , Open              , High             , Low               , Close            , Volume   , Dividends, Stock Splits, Capital Gains
2025-11-03 00:00:00-05:00, 683.6498738048132 , 683.7794956694769, 677.9367749059246 , 681.3267822265625,  57315000,     0.0  ,          0.0,           0.0
2025-11-04 00:00:00-05:00, 674.1180423048241 , 677.9567360174515, 672.5925816080086 , 673.2506103515625,  78427000,     0.0  ,          0.0,           0.0
2025-11-05 00:00:00-05:00, 672.9913638051393 , 678.8540450990596, 672.1837526501265 , 675.583740234375 ,  74402400,     0.0  ,          0.0,           0.0
2025-11-06 00:00:00-05:00, 674.4769688014325 , 675.384321857154 , 666.7498016918889 , 668.3351440429688,  85035300,     0.0  ,          0.0,           0.0
2025-11-07 00:00:00-05:00, 665.9421818455136 , 669.1028862313885, 659.2619700189845 , 668.9931640625   , 100592400,     0.0  ,          0.0,           0.0
2025-11-10 00:00:00-05:00, 675.2447347362015 , 680.1701831536659, 673.0412846911101 , 679.432373046875 ,  75842900,     0.0  ,          0.0,           0.0
2025-11-11 00:00:00-05:00, 677.9467300747958 , 681.5560598909952, 676.7302928180768 , 680.9877319335938,  58953400,     0.0  ,          0.0,           0.0
2025-11-12 00:00:00-05:00, 682.7724572806613 , 682.9420002443612, 678.9438047256676 , 681.3666381835938,  62312500,     0.0  ,          0.0,           0.0
2025-11-13 00:00:00-05:00, 678.4950944095032 , 678.8540191634994, 668.5445172010542 , 670.0599975585938, 103457800,     0.0  ,          0.0,           0.0
2025-11-14 00:00:00-05:00, 663.4196879466924 , 673.669369761962 , 661.3159189526839 , 669.9503784179688,  96846700,     0.0  ,          0.0,           0.0
2025-11-17 00:00:00-05:00, 667.7269573864955 , 671.7251529532939, 660.2191128892804 , 663.7088012695312,  90456100,     0.0  ,          0.0,           0.0
2025-11-18 00:00:00-05:00, 660.1493223141129 , 663.1604443809363, 653.9277160969795 , 658.1353149414062, 114467500,     0.0  ,          0.0,           0.0
2025-11-19 00:00:00-05:00, 658.8332701356088 , 665.3739409367662, 656.8092216159307 , 660.6777954101562,  94703000,     0.0  ,          0.0,           0.0
2025-11-20 00:00:00-05:00, 670.9274443593279 , 673.5696612658603, 649.969414909385  , 650.6075439453125, 165293500,     0.0  ,          0.0,           0.0
2025-11-21 00:00:00-05:00, 653.1200634979649 , 662.5920743656175, 648.9324254696204 , 657.08837890625  , 123956200,     0.0  ,          0.0,           0.0
2025-11-24 00:00:00-05:00, 660.7375826041805 , 668.0858642133718, 659.6408477705503 , 666.759765625    ,  80437900,     0.0  ,          0.0,           0.0
2025-11-25 00:00:00-05:00, 666.6600618545837 , 674.2177464111714, 662.5222643995295 , 673.03125        ,  81077100,     0.0  ,          0.0,           0.0
2025-11-26 00:00:00-05:00, 675.6336030547216 , 679.6916195137131, 674.7262499751725 , 677.6775512695312,  71879600,     0.0  ,          0.0,           0.0
2025-11-28 00:00:00-05:00, 678.8540116786253 , 681.6557303234264, 678.4950869285864 , 681.3765869140625,  49212000,     0.0  ,          0.0,           0.0
2025-12-01 00:00:00-05:00, 676.8100876493213 , 680.9777652313311, 676.7402865806703 , 678.2658081054688,  61201200,     0.0  ,          0.0,           0.0
2025-12-02 00:00:00-05:00, 679.91089945233   , 681.8053259843603, 677.3285642303521 , 679.5220947265625,  62953800,     0.0  ,          0.0,           0.0
2025-12-03 00:00:00-05:00, 678.5648962284573 , 682.8920755410956, 677.6874840363832 , 681.8751220703125,  57238500,     0.0  ,          0.0,           0.0
2025-12-04 00:00:00-05:00, 683.2809493981625 , 683.3507504660292, 679.3326553413237 , 682.3736572265625,  61970300,     0.0  ,          0.0,           0.0
2025-12-05 00:00:00-05:00, 683.4504163312143 , 686.3618571461667, 682.5630847287977 , 683.6697998046875,  79241000,     0.0  ,          0.0,           0.0
2025-12-08 00:00:00-05:00, 684.5672069678625 , 684.6170474876437, 679.5619773329797 , 681.6159057617188,  55231500,     0.0  ,          0.0,           0.0
2025-12-09 00:00:00-05:00, 681.1373100558188 , 683.3707007727439, 680.5789623765876 , 681.027587890625 ,  58310100,     0.0  ,          0.0,           0.0
2025-12-10 00:00:00-05:00, 680.5490620813229 , 686.9401503769751, 679.3027447895911 , 685.5443115234375,  85671300,     0.0  ,          0.0,           0.0
2025-12-11 00:00:00-05:00, 683.1214313379483 , 687.2193077079016, 680.1601500103427 , 687.1395263671875,  86173700,     0.0  ,          0.0,           0.0
2025-12-12 00:00:00-05:00, 686.1424918468441 , 686.8504219479569, 677.1690077077839 , 679.7514038085938, 113160300,     0.0  ,          0.0,           0.0
2025-12-15 00:00:00-05:00, 683.7196756361553 , 683.7396361862291, 677.2488060921288 , 678.7244262695312,  90811000,     0.0  ,          0.0,           0.0
2025-12-16 00:00:00-05:00, 677.2288588584025 , 679.0734449717613, 672.9913800472318 , 676.8699340820312, 122030600,     0.0  ,          0.0,           0.0
2025-12-17 00:00:00-05:00, 677.8869129385677 , 678.4352803496147, 669.2225131069573 , 669.4219360351562, 110625200,     0.0  ,          0.0,           0.0
2025-12-18 00:00:00-05:00, 675.603604329658  , 678.7343677454887, 672.9116078583543 , 674.4769287109375, 108650100,     0.0  ,          0.0,           0.0
2025-12-19 00:00:00-05:00, 676.5900268554688 , 681.0900268554688, 676.469970703125  , 680.5900268554688, 103599500,     1.993,          0.0,           0.0
2025-12-22 00:00:00-05:00, 683.9400024414062 , 685.3599853515625, 680.5900268554688 , 684.8300170898438,  69556700,     0.0  ,          0.0,           0.0
2025-12-23 00:00:00-05:00, 683.9199829101562 , 688.2000122070312, 683.8699951171875 , 687.9600219726562,  64840000,     0.0  ,          0.0,           0.0
2025-12-24 00:00:00-05:00, 687.9500122070312 , 690.8300170898438, 687.7999877929688 , 690.3800048828125,  39445600,     0.0  ,          0.0,           0.0
2025-12-26 00:00:00-05:00, 690.6400146484375 , 691.6599731445312, 689.27001953125   , 690.3099975585938,  41613300,     0.0  ,          0.0,           0.0
2025-12-29 00:00:00-05:00, 687.5399780273438 , 689.2000122070312, 686.0700073242188 , 687.8499755859375,  62559500,     0.0  ,          0.0,           0.0
2025-12-30 00:00:00-05:00, 687.4500122070312 , 688.5599975585938, 686.5800170898438 , 687.010009765625 ,  47160700,     0.0  ,          0.0,           0.0
2025-12-31 00:00:00-05:00, 687.1400146484375 , 687.3599853515625, 681.7100219726562 , 681.9199829101562,  74144800,     0.0  ,          0.0,           0.0
2026-01-02 00:00:00-05:00, 685.7100219726562 , 686.8699951171875, 679.8200073242188 , 683.1699829101562,  89377200,     0.0  ,          0.0,           0.0
2026-01-05 00:00:00-05:00, 686.5399780273438 , 689.4299926757812, 686.3800048828125 , 687.719970703125 ,  71927200,     0.0  ,          0.0,           0.0
2026-01-06 00:00:00-05:00, 687.9299926757812 , 692.3200073242188, 687.780029296875  , 691.8099975585938,  69273800,     0.0  ,          0.0,           0.0
2026-01-07 00:00:00-05:00, 692.1900024414062 , 693.9600219726562, 689.3200073242188 , 689.5800170898438,  75588300,     0.0  ,          0.0,           0.0
2026-01-08 00:00:00-05:00, 688.8200073242188 , 690.6199951171875, 687.489990234375  , 689.510009765625 ,  64019200,     0.0  ,          0.0,           0.0
2026-01-09 00:00:00-05:00, 690.6300048828125 , 695.3099975585938, 689.1799926757812 , 694.0700073242188,  80125500,     0.0  ,          0.0,           0.0
2026-01-12 00:00:00-05:00, 690.6799926757812 , 696.0900268554688, 690.6300048828125 , 695.1599731445312,  63976000,     0.0  ,          0.0,           0.0
2026-01-13 00:00:00-05:00, 695.489990234375  , 696.0900268554688, 691.3499755859375 , 693.77001953125  ,  78309700,     0.0  ,          0.0,           0.0
2026-01-14 00:00:00-05:00, 691.0             , 691.719970703125 , 686.0399780273438 , 690.3599853515625,  94676700,     0.0  ,          0.0,           0.0
2026-01-15 00:00:00-05:00, 694.5700073242188 , 695.4500122070312, 691.25            , 692.239990234375 ,  77862000,     0.0  ,          0.0,           0.0
2026-01-16 00:00:00-05:00, 693.6599731445312 , 694.25           , 690.0999755859375 , 691.6599731445312,  79289200,     0.0  ,          0.0,           0.0
2026-01-20 00:00:00-05:00, 681.489990234375  , 684.77001953125  , 676.5700073242188 , 677.5800170898438, 111623300,     0.0  ,          0.0,           0.0
2026-01-21 00:00:00-05:00, 679.6500244140625 , 688.739990234375 , 678.1300048828125 , 685.4000244140625, 127844500,     0.0  ,          0.0,           0.0
2026-01-22 00:00:00-05:00, 689.8499755859375 , 691.1300048828125, 686.9199829101562 , 688.97998046875  ,  77112200,     0.0  ,          0.0,           0.0
2026-01-23 00:00:00-05:00, 688.1500244140625 , 690.9600219726562, 687.1599731445312 , 689.22998046875  ,  63059600,     0.0  ,          0.0,           0.0
2026-01-26 00:00:00-05:00, 690.489990234375  , 694.1300048828125, 689.9199829101562 , 692.72998046875  ,  60473800,     0.0  ,          0.0,           0.0
2026-01-27 00:00:00-05:00, 694.1799926757812 , 696.530029296875 , 693.5700073242188 , 695.489990234375 ,  55506100,     0.0  ,          0.0,           0.0
2026-01-28 00:00:00-05:00, 697.0499877929688 , 697.8400268554688, 693.9400024414062 , 695.4199829101562,  61172200,     0.0  ,          0.0,           0.0
2026-01-29 00:00:00-05:00, 696.3900146484375 , 697.0599975585938, 684.8300170898438 , 694.0399780273438,  97486200,     0.0  ,          0.0,           0.0
2026-01-30 00:00:00-05:00, 691.7899780273438 , 694.2100219726562, 687.1199951171875 , 691.969970703125 , 101835100,     0.0  ,          0.0,           0.0
2026-02-02 00:00:00-05:00, 689.5800170898438 , 696.9299926757812, 689.4199829101562 , 695.4099731445312,  79286500,     0.0  ,          0.0,           0.0
2026-02-03 00:00:00-05:00, 696.2100219726562 , 696.9600219726562, 684.030029296875  , 689.530029296875 , 107904600,     0.0  ,          0.0,           0.0
2026-02-04 00:00:00-05:00, 690.3499755859375 , 691.4500122070312, 681.760009765625  , 686.1900024414062, 105204600,     0.0  ,          0.0,           0.0
2026-02-05 00:00:00-05:00, 680.9400024414062 , 683.6900024414062, 675.7899780273438 , 677.6199951171875, 113610800,     0.0  ,          0.0,           0.0
2026-02-06 00:00:00-05:00, 681.4600219726562 , 692.3099975585938, 680.8499755859375 , 690.6199951171875,  89127600,     0.0  ,          0.0,           0.0
2026-02-09 00:00:00-05:00, 689.4199829101562 , 695.8699951171875, 688.3400268554688 , 693.9500122070312,  73885200,     0.0  ,          0.0,           0.0
2026-02-10 00:00:00-05:00, 694.9500122070312 , 696.5399780273438, 691.6599731445312 , 692.1199951171875,  65185700,     0.0  ,          0.0,           0.0
2026-02-11 00:00:00-05:00, 696.3900146484375 , 697.1400146484375, 689.1799926757812 , 691.9600219726562,  76353900,     0.0  ,          0.0,           0.0
2026-02-12 00:00:00-05:00, 694.239990234375  , 695.3499755859375, 680.3699951171875 , 681.27001953125  , 118829000,     0.0  ,          0.0,           0.0
2026-02-13 00:00:00-05:00, 681.6900024414062 , 686.280029296875 , 677.52001953125   , 681.75           ,  96150400,     0.0  ,          0.0,           0.0
